Article_Link,Article_Title,Date,Author,Description,Topic
https://www.smashingmagazine.com/2020/09/css-grid-framework-shopify-collection-pages/ ,A CSS Grid Framework For Shopify Collection Pages,"september 22, 2020 ",Liam Griffin," In this article, we’ll be looking at how to set up a grid layout for products on your collection pages, and how to use Shopify’s section settings to create customizable options in the online store editor.",CSS
https://www.smashingmagazine.com/2020/08/inspired-design-decisions-bradbury-thompson/ ,Inspired Design Decisions With Bradbury Thompson: The Art Of Graphic Design,"august 18, 2020 ",Andrew Clarke," In this final article of the “Inspired Design Decisions” series, Andy explains how studying the work of Bradbury Thompson can teach you a number of things to help you create stunning designs for the web.",CSS
https://www.smashingmagazine.com/2020/08/application-color-schemes-css-custom-properties/ ,How To Configure Application Color Schemes With CSS Custom Properties,"august 11, 2020 ",Artur Basak," In this article, Artur Basak introduces a modern approach on how to set up CSS Custom Properties that respond to the application colors. The idea of dividing colors into three levels can be quite useful: a palette (or scheme), functional colors (or theme), and component colors (local scope).",CSS
https://www.smashingmagazine.com/2020/07/inspired-design-decisions-emmett-mcbain/ ,Inspired Design Decisions With Emmett McBain: Art Direction As Social Equity,"july 28, 2020 ",Andrew Clarke," Emmett McBain was a Black American graphic designer whose work had a remarkable impact on the representation of Black Americans in advertising. In this part of Andy’s series, he’ll explain how his work can inspire what we design for the web.",CSS
https://www.smashingmagazine.com/2020/07/styled-components-react/ ,How To Use Styled-Components In React,"july 23, 2020 ",Adebiyi Adedotun," While the component-driven approach has ushered in a new frontier in the way we build web applications, it isn’t without its imperfections ",CSS
https://www.smashingmagazine.com/2020/07/css-techniques-legibility/ ,Modern CSS Techniques To Improve Legibility,"july 22, 2020 ",Edoardo Cavazza," In this article, we cover how we can improve websites legibility using some modern CSS techniques, great new technologies like variable fonts and putting into practise what we learned from doing scientific researches.",CSS
https://www.smashingmagazine.com/2020/07/design-wireframes-accessible-html-css/ ,Translating Design Wireframes Into Accessible HTML/CSS,"july 21, 2020 ",Harris Schneiderman," In this article, Harris Schneiderman walks you through the process of analyzing a wireframe and making coding decisions to optimize for accessibility.",CSS
https://www.smashingmagazine.com/2020/07/css-transitions-vuejs-nuxtjs/ ,CSS Transitions In Vuejs And Nuxtjs,"july 10, 2020 ",Timi Omoyeni," Transitions are a nice way to remove, change, or update data in an application because their occurrence adds a nice effect and is good for the user experience. In this tutorial, we’ll look at the different ways to apply transitions in both Vue.js and Nuxt.js applications.",CSS
https://www.smashingmagazine.com/2020/07/css-news-july-2020/ ,CSS News July 2020,"july 7, 2020 ",Rachel Andrew," In this article, Rachel Andrew takes a look at some of the interesting CSS features that are making their way into browsers right now.",CSS
https://www.smashingmagazine.com/2020/06/smashing-podcast-episode-19/ ,Smashing Podcast Episode 19 With Andy Bell: What Is CUBE CSS?,"june 30, 2020 ",Drew McLellan," We’re talking about CUBE CSS. What is it, and how does it differ from approaches such as BEM, SMACSS, and OOCSS? Drew McLellan talks to its creator, Andy Bell, to find out.",CSS
https://www.smashingmagazine.com/2020/06/inspired-design-decisions-giovanni-pintori/ ,Inspired Design Decisions With Giovanni Pintori: Publicity Becomes An Art Form,"june 26, 2020 ",Andrew Clarke," In the tenth issue of Inspired Design Decisions, Andy Clarke will explain how Giovanni Pintori can inspire design for the web with his distinctive use of color and shape.",CSS
https://www.smashingmagazine.com/2020/05/reusable-react-components-tailwind/ ,Building Reusable React Components Using Tailwind,"may 25, 2020 ",Tilo Mitra," Tailwind is a popular utility-first CSS framework that provides low-level class names to web developers. In this article, we’ll explore ways to build reusable React components using Tailwind.",CSS
https://www.smashingmagazine.com/2020/05/inspired-design-decisions-max-huber/ ,Inspired Design Decisions With Max Huber: Turning Mundane Subjects Into Exciting Visual Communication,"may 22, 2020 ",Andrew Clarke," In this ninth issue of Inspired Design Decisions, Andy Clarke will explain how studying the work of Max Huber ",CSS
https://www.smashingmagazine.com/2020/05/micro-typography-space-kern-punctuation-marks-symbols/ ,Micro-Typography: How To Space And Kern Punctuation Marks And Other Symbols,"may 12, 2020 ",Thomas Bohm," For hundreds of years, we have been using white space in typography. Today, in 2020, how do we add spacing to punctuation marks and other symbols, and how do we adjust the space on the left and right side in an easy and consistent way? It is actually not as easy and quick as it should be.",CSS
https://www.smashingmagazine.com/2020/04/smashing-podcast-episode-14/ ,Smashing Podcast Episode 14 With Rachel Andrew: How Can I Run Online Workshops?,"april 21, 2020 ",Drew McLellan," In this episode of the Smashing Podcast, we’re talking about running online workshops. How can a traditional event adapt when participants can’t attend in person? Drew McLellan talks to Rachel Andrew to find out.",CSS
https://www.smashingmagazine.com/2020/04/inspired-design-decisions-herb-lubalin/ ,Inspired Design Decisions With Herb Lubalin: Typography Can Be As Exciting As Illustration And Photography,"april 13, 2020 ",Andrew Clarke," In this eighth issue of Inspired Design Decisions, Andy Clarke will explain how learning about American graphic designer and typographer Herb Lubalin has transformed his approach to typography on the web.",CSS
https://www.smashingmagazine.com/2020/03/inspired-design-decisions-otto-storch/ ,"Inspired Design Decisions With Otto Storch: When Idea, Copy, Art And Typography Became Inseparable","march 23, 2020 ",Andrew Clarke," In this seventh instalment of Inspired Design Decisions, Andy Clarke will explore how American art director and graphic designer Otto Storch inspires his designs for the web.",CSS
https://www.smashingmagazine.com/2020/03/practical-overview-css-houdini/ ,A Practical Overview Of CSS Houdini,"march 19, 2020 ",Adrian Bece," In this article, we take a look at each part of Houdini, its current browser support, and see how they can be used today using progressive enhancement.",CSS
https://www.smashingmagazine.com/2020/03/css4-pros-cons-discussion/ ,Why Are We Talking About CSS4?,"march 4, 2020 ",Rachel Andrew," Around the web and within the CSS Working Group, there has been some discussion about whether we should specify a version of CSS ",CSS
https://www.smashingmagazine.com/2020/03/inspired-design-decisions-neville-brody/ ,Inspired Design Decisions With Neville Brody: Design Cannot Remain Neutral,"march 2, 2020 ",Andrew Clarke," How do we use blend modes to add depth to our designs, vertical text for impact and clipping paths to bring in character and energy to a design? In this article, we’ll explore just that.",CSS
https://www.smashingmagazine.com/2020/02/tailwindcss-react-project/ ,Setting Up Tailwind CSS In A React Project,"february 24, 2020 ",Blessing Krofegha," This article introduces Tailwind CSS, a CSS library that gives you all of the building blocks you need to build bespoke designs without opinionated styles. You’ll also learn how to seamlessly set up Tailwind CSS in a React project.",CSS
https://www.smashingmagazine.com/2020/02/understanding-css-grid-template-areas/ ,Understanding CSS Grid: Grid Template Areas,"february 12, 2020 ",Rachel Andrew," In a new series, Rachel Andrew breaks down the CSS Grid Layout specification. This time, we take a look at how to use grid-template-areas to place items.",CSS
https://www.smashingmagazine.com/2020/02/magic-flip-cards-common-sizing-problem/ ,Magic Flip Cards: Solving A Common Sizing Problem,"february 5, 2020 ",Dan Halliday," In this article, Dan Halliday reviews the standard approach to creating animated flip cards, and introduces an improved method which solves its sizing problem.",CSS
https://www.smashingmagazine.com/2020/01/understanding-css-grid-lines/ ,Understanding CSS Grid: Grid Lines,"january 10, 2020 ",Rachel Andrew," In a new series, Rachel Andrew breaks down the CSS Grid Layout specification. This time, we take a look at how to use the grid lines to place items.",CSS
https://www.smashingmagazine.com/2020/01/html5-article-section/ ,Why You Should Choose HTML5 article Over section,"january 7, 2020 ",Bruce Lawson," In this article, Bruce Lawson explains what use we have of <section> and how authors should mark up headings that are hugely important to AT users.",CSS
https://www.smashingmagazine.com/2020/01/front-end-performance-checklist-2020-pdf-pages/ ,"Front-End Performance Checklist 2020 [PDF, Apple Pages, MS Word]","january 6, 2020 ",Vitaly Friedman," Let’s make 2020… fast! A front-end performance checklist (PDF/Apple Pages/MS Word), with everything you need to know to create fast experiences on the web today.",CSS
https://www.smashingmagazine.com/2020/01/understanding-css-grid-container/ ,Understanding CSS Grid: Creating A Grid Container,"january 3, 2020 ",Rachel Andrew," In a new series, Rachel Andrew breaks down the CSS Grid Layout specification. This time, we take a detailed look at what happens when you create a grid container and the various properties that can be applied to the container to shape your grid.",CSS
https://www.smashingmagazine.com/2019/12/browsers-containment-css-contain-property/ ,Helping Browsers Optimize With The CSS Contain Property,"december 27, 2019 ",Rachel Andrew," The CSS contain property gives you a way to explain your layout to the browser, so performance optimizations can be made. However, it does come with some side effects in terms of your layout.",CSS
https://www.smashingmagazine.com/2019/12/building-a-css-layout-live-stream-rachel-andrew/ ,Building A CSS Layout: Live Stream With Rachel Andrew,"december 10, 2019 ",Vitaly Friedman," Today, Rachel Andrew spoke about how to build a CSS layout. Follow along and learn how to use Grid and Flexbox, as well as why Rachel makes certain decisions as she builds out the layout.",CSS
https://www.smashingmagazine.com/2019/11/expanding-contracting-content-panels/ ,Make Your Own Expanding And Contracting Content Panels,"november 19, 2019 ",Ben Frain," In UI/UX, a common pattern that’s needed time and again is that of a simple animated opening and closing panel, or ‘drawer’. You don’t need a library to make these. With some basic HTML/CSS and JavaScript, we’re going to learn how to do it ourselves.",CSS
https://www.smashingmagazine.com/2019/11/css-things-cant-yet-do/ ,Things We Can’t (Yet) Do In CSS,"november 1, 2019 ",Rachel Andrew," In this article, Rachel Andrew looks at some common layout patterns that we can’t yet do on the web and the CSS Specifications that might let us achieve them in the future.",CSS
https://www.smashingmagazine.com/2019/10/guide-new-experimental-css-devtools-firefox/ ,A Guide To New And Experimental CSS DevTools In Firefox,"october 10, 2019 ",Victoria Wang," Ever since releasing Grid Inspector, the Firefox DevTools team has been inspired to build a new suite of tools to solve the problems of the modern web. In this article, we’ll learn about all 7 tools and take a peek at potential future projects.",CSS
https://www.smashingmagazine.com/2019/10/editorial-design-patterns-css-grid-subgrid-naming/ ,Editorial Design Patterns With CSS Grid And Named Columns,"october 4, 2019 ",Rachel Andrew," By naming lines when setting up our CSS Grid layouts, we can tap into some interesting and useful features of Grid ",CSS
https://www.smashingmagazine.com/2019/10/inspired-design-decisions-bea-feitler/ ,Inspired Design Decisions With Bea Feitler: An Unstoppable Creative Force,"october 3, 2019 ",Andrew Clarke," In this fifth installment of Inspired Design Decisions, Andy Clarke will teach you about Bea Feitler, who directed Harper’s Bazaar throughout the 1960s and has been described as “the pioneering female art director you’ve never heard of.” Andy will teach you about Feitler’s confident work and show you how to apply some of her design techniques to the work you make for the web. In this article, you’ll learn how to emphasize scale and maintain its contrast on even the smallest screens. Andy will teach you how to make confident color choices, and how to use pattern and texture to add depth to your designs.",CSS
https://www.smashingmagazine.com/2019/09/inspired-design-decisions-alexey-brodovitch/ ,Inspired Design Decisions With Alexey Brodovitch,"september 5, 2019 ",Andrew Clarke," In this fourth instalment of Inspired Design Decisions, Andy Clarke will teach you how scattering images will fill your designs with movement. Learn how to mirror pictures and text, and how to carve text into shapes using CSS Shapes.",CSS
